Gene stable ID,Gene name,NCBI gene (formerly Entrezgene) ID
ENSGALG00010027633,,
ENSGALG00010027634,OASL,395908
ENSGALG00010027635,CD48,100859319
ENSGALG00010027636,SLC1A6,420057
ENSGALG00010027637,,
ENSGALG00010027638,MRPS2,417140
ENSGALG00010027639,SLC5A5,431544
ENSGALG00010027640,,
ENSGALG00010027641,HYAL3,100859903
ENSGALG00010027642,DIPK1B,417139
ENSGALG00010027643,,
ENSGALG00010027644,NAA80,
ENSGALG00010027645,,425300
ENSGALG00010027646,,
ENSGALG00010027647,,
ENSGALG00010027648,NFYA,419917
ENSGALG00010027649,FBLN2,427583
ENSGALG00010027650,CCDC124,427087
ENSGALG00010027651,,
ENSGALG00010027652,,
ENSGALG00010027653,WNT7A,374168
ENSGALG00010027654,AIF1L,417179
ENSGALG00010027655,,
ENSGALG00010027656,,
ENSGALG00010027657,,
ENSGALG00010027658,,
ENSGALG00010027659,,
ENSGALG00010027660,,
ENSGALG00010027661,,
ENSGALG00010027662,,
ENSGALG00010027663,COPA,426906
ENSGALG00010027664,TREMB1,768535
ENSGALG00010027665,TRAF1,417123
ENSGALG00010027666,,
ENSGALG00010027667,PTPDC1,415979
ENSGALG00010027668,RANBP3,420058
ENSGALG00010027669,,
ENSGALG00010027670,,
ENSGALG00010027671,BARX1,374017
ENSGALG00010027672,CNTRL,417121
ENSGALG00010027673,,112531989
ENSGALG00010027674,TREM2,419920
ENSGALG00010027675,,112531990
ENSGALG00010027676,,112531993
ENSGALG00010027677,,112531992
ENSGALG00010027678,,112531994
ENSGALG00010027679,U6,112531984
ENSGALG00010027680,gga-mir-12238,114483162
ENSGALG00010027681,gga-mir-26a,777941
ENSGALG00010027682,gga-mir-1706,100315794
ENSGALG00010027683,gga-mir-6600,102466909
ENSGALG00010027684,,
ENSGALG00010027685,,100857714
ENSGALG00010027686,gga-mir-153,777942
ENSGALG00010027687,gga-mir-6713,102465420
ENSGALG00010027688,gga-mir-10585,114483157
ENSGALG00010027689,gga-mir-7461,102465733
ENSGALG00010027690,gga-mir-6710,102466715
ENSGALG00010027691,gga-mir-460a,777918
ENSGALG00010027692,PHF2,415981
ENSGALG00010027693,RAB14,417119
ENSGALG00010027694,gga-mir-12239,114483166
ENSGALG00010027695,TREMB2,768582
ENSGALG00010027696,gga-mir-1639,100315879
ENSGALG00010027697,CATH2,420407
ENSGALG00010027698,FAM120A,415983
ENSGALG00010027699,VANGL2,426903
ENSGALG00010027700,TCF3,395146
ENSGALG00010027701,NHLH1,373910
ENSGALG00010027702,FOXP4,100858652
ENSGALG00010027703,NCSTN,426905
ENSGALG00010027704,MDFI,
ENSGALG00010027705,S100A11,396075
ENSGALG00010027706,GSN,395774
ENSGALG00010027707,HIGD1C,768335
ENSGALG00010027708,,101750889
ENSGALG00010027709,PSMA5,426937
ENSGALG00010027710,,101750992
ENSGALG00010027711,WNK2,415984
ENSGALG00010027712,STOM,417118
ENSGALG00010027713,,420060
ENSGALG00010027714,SYPL2,100858920
ENSGALG00010027715,NINJ1,415986
ENSGALG00010027716,,
ENSGALG00010027717,ATXN7L2,429691
ENSGALG00010027718,,100857333
ENSGALG00010027719,GPR61,100858985
ENSGALG00010027720,DAB2IP,417117
ENSGALG00010027721,SUSD3,415988
ENSGALG00010027722,GNAI3,374097
ENSGALG00010027723,,101751678
ENSGALG00010027724,TTLL11,417115
ENSGALG00010027725,BTN1A1,420061
ENSGALG00010027726,GNAT2,395425
ENSGALG00010027727,GSTM2,395976
ENSGALG00010027728,CRNN,431307
ENSGALG00010027729,EPS8L3,107050775
ENSGALG00010027730,,417113
ENSGALG00010027731,OLFML2A,417098
ENSGALG00010027732,EEF2,396325
ENSGALG00010027733,RPL35,374133
ENSGALG00010027734,CSF1,100499189
ENSGALG00010027735,,
ENSGALG00010027736,,101751279
ENSGALG00010027737,,
ENSGALG00010027738,,
ENSGALG00010027739,FGD3,415989
ENSGALG00010027740,MARCHF2,420062
ENSGALG00010027741,RAB11B,420063
ENSGALG00010027742,,
ENSGALG00010027743,C1orf74,771943
ENSGALG00010027744,EDQCM,101751162
ENSGALG00010027745,BICD2,415990
ENSGALG00010027746,UQCR11,770135
ENSGALG00010027747,TMEM81,771698
ENSGALG00010027748,,107055098
ENSGALG00010027749,,
ENSGALG00010027750,,
ENSGALG00010027751,ANGPTL4,769087
ENSGALG00010027752,SCAI,427751
ENSGALG00010027753,,
ENSGALG00010027754,,
ENSGALG00010027755,,
ENSGALG00010027756,,
ENSGALG00010027757,,
ENSGALG00010027758,,
ENSGALG00010027759,EDPE,107049024
ENSGALG00010027760,,
ENSGALG00010027761,,
ENSGALG00010027762,,
ENSGALG00010027763,,
ENSGALG00010027764,,
ENSGALG00010027765,,
ENSGALG00010027766,,100859425
ENSGALG00010027767,,107055097
ENSGALG00010027768,,
ENSGALG00010027769,,
ENSGALG00010027770,,
ENSGALG00010027771,,
ENSGALG00010027772,,
ENSGALG00010027773,,
ENSGALG00010027774,,
ENSGALG00010027775,MVB12B,417092
ENSGALG00010027776,TKTL1,415991
ENSGALG00010027777,,
ENSGALG00010027778,,
ENSGALG00010027779,,
ENSGALG00010027780,,
ENSGALG00010027781,,
ENSGALG00010027782,,
ENSGALG00010027783,,
ENSGALG00010027784,PEAR1,100857779
ENSGALG00010027785,,
ENSGALG00010027786,,
ENSGALG00010027787,DCP1A,415992
ENSGALG00010027788,,
ENSGALG00010027789,UAP1L1,417295
ENSGALG00010027790,,
ENSGALG00010027791,,
ENSGALG00010027792,,
ENSGALG00010027793,,
ENSGALG00010027794,,
ENSGALG00010027795,,
ENSGALG00010027796,,
ENSGALG00010027797,,
ENSGALG00010027798,,
ENSGALG00010027799,,
ENSGALG00010027800,,
ENSGALG00010027801,MBD3,770153
ENSGALG00010027802,,
ENSGALG00010027803,SAPCD2,770416
ENSGALG00010027804,,
ENSGALG00010027805,,
ENSGALG00010027806,,
ENSGALG00010027807,,
ENSGALG00010027808,LCN15,101752216
ENSGALG00010027809,,
ENSGALG00010027810,,
ENSGALG00010027811,MEX3D,420082
ENSGALG00010027812,,
ENSGALG00010027813,LRRC71,100857743
ENSGALG00010027814,DAPK3,101748881
ENSGALG00010027815,,
ENSGALG00010027816,ZMYND19,395088
ENSGALG00010027817,,
ENSGALG00010027818,,
ENSGALG00010027819,,
ENSGALG00010027820,,
ENSGALG00010027821,NMRK2,100858798
ENSGALG00010027822,DPH7,417262
ENSGALG00010027823,,
ENSGALG00010027824,,
ENSGALG00010027825,,
ENSGALG00010027826,ARHGEF11,425979
ENSGALG00010027827,,
ENSGALG00010027828,,
ENSGALG00010027829,,
ENSGALG00010027830,CACNA1D,395895
ENSGALG00010027831,ATCAY,420094
ENSGALG00010027832,,
ENSGALG00010027833,,
ENSGALG00010027834,,100857713
ENSGALG00010027835,,
ENSGALG00010027836,,
ENSGALG00010027837,,419830
ENSGALG00010027838,,428341
ENSGALG00010027839,,
ENSGALG00010027840,,
ENSGALG00010027841,,
ENSGALG00010027842,SLAMF8,768588
ENSGALG00010027843,,
ENSGALG00010027844,,
ENSGALG00010027845,,
ENSGALG00010027846,SCARNA2,112530339
ENSGALG00010027847,NRTN,428340
ENSGALG00010027848,gga-mir-1797,100315998
ENSGALG00010027849,gga-let-7j,777866
ENSGALG00010027850,gga-mir-6618,102465360
ENSGALG00010027851,gga-mir-6654,102465383
ENSGALG00010027852,gga-mir-7454,102466232
ENSGALG00010027853,gga-let-7k,777867
ENSGALG00010027854,gga-mir-6607,102465353
ENSGALG00010027855,gga-mir-29b-2,777870
ENSGALG00010027856,gga-mir-1669,100315774
ENSGALG00010027857,gga-mir-29c,777869
ENSGALG00010027858,gga-mir-205a,777871
ENSGALG00010027859,gga-mir-135a-3,777868
ENSGALG00010027860,,101750908
ENSGALG00010027861,PNPLA7,427774
ENSGALG00010027862,,
ENSGALG00010027863,CHDH,415993
ENSGALG00010027864,ACTR8,415994
ENSGALG00010027865,SELENOK,415995
ENSGALG00010027866,KCNA2,395117
ENSGALG00010027867,UBAP2L,426147
ENSGALG00010027868,CACNA2D3,415996
ENSGALG00010027869,NSMF,417260
ENSGALG00010027870,HAX1,107055138
ENSGALG00010027871,LRTM1,
ENSGALG00010027872,KDM5B,421168
ENSGALG00010027873,RFX2,420092
ENSGALG00010027874,FRS3,419923
ENSGALG00010027875,WNT5A,395703
ENSGALG00010027876,ANAPC2,417258
ENSGALG00010027877,OAZ1,395746
ENSGALG00010027878,AQP10,101749384
ENSGALG00010027879,,
ENSGALG00010027880,AMH,395887
ENSGALG00010027881,,771190
ENSGALG00010027882,CHIA,395072
ENSGALG00010027883,ATP8B2,770035
ENSGALG00010027884,SF3A2,420077
ENSGALG00010027885,PLEKHJ1,428324
ENSGALG00010027886,IL6R,693252
ENSGALG00010027887,ERC2,769533
ENSGALG00010027888,PFKFB2,419850
ENSGALG00010027889,RBM8A,107050968
ENSGALG00010027890,,
ENSGALG00010027891,CCDC66,415997
ENSGALG00010027892,SHE,100857728
ENSGALG00010027893,DOT1L,420078
ENSGALG00010027894,RSBN1,772027
ENSGALG00010027895,LIX1L,107051565
ENSGALG00010027896,TOR4A,417257
ENSGALG00010027897,AP3D1,420079
ENSGALG00010027898,TASOR,415999
ENSGALG00010027899,PMVK,101747962
ENSGALG00010027900,REN,431167
ENSGALG00010027901,MOB3A,100857182
ENSGALG00010027902,UBE2Q1,100858564
ENSGALG00010027903,NDUFA8,417112
ENSGALG00010027904,MORN5,772256
ENSGALG00010027905,SYN2,415963
ENSGALG00010027906,LHX6,772259
ENSGALG00010027907,MKNK2,429269
ENSGALG00010027908,PBXIP1,100857958
ENSGALG00010027909,TIMP4,768711
ENSGALG00010027910,CHRNB2,395605
ENSGALG00010027911,PTPN22,772032
ENSGALG00010027912,RGS3,395110
ENSGALG00010027913,PYGO2,100857999
ENSGALG00010027914,BTBD2,420080
ENSGALG00010027915,GSTM3,107050492
ENSGALG00010027916,ADAR,769675
ENSGALG00010027917,PPARG,373928
ENSGALG00010027918,CSNK1G2,100857862
ENSGALG00010027919,TSEN2,415965
ENSGALG00010027920,SCAMP4,420081
ENSGALG00010027921,MKRN2OS,415966
ENSGALG00010027922,SHC1,395934
ENSGALG00010027923,AMPD2,112530327
ENSGALG00010027924,,431047
ENSGALG00010027925,MKRN2,374162
ENSGALG00010027926,CKS1B,100134845
ENSGALG00010027927,,426626
ENSGALG00010027928,FLAD1,100857898
ENSGALG00010027929,CDK5RAP2,771445
ENSGALG00010027930,RAF1,396245
ENSGALG00010027931,ABHD17A,769919
ENSGALG00010027932,POLE3,417275
ENSGALG00010027933,,112530287
ENSGALG00010027934,CNBP,395731
ENSGALG00010027935,ISY1,415968
ENSGALG00010027936,,420147
ENSGALG00010027937,ALAD,101747936
ENSGALG00010027937,ALAD,417273
ENSGALG00010027938,,415969
ENSGALG00010027939,BSPRY,417272
ENSGALG00010027940,ZBTB7B,121107583
ENSGALG00010027941,KLF2,420148
ENSGALG00010027942,KHDC4,425070
ENSGALG00010027943,RAB43,415970
ENSGALG00010027944,WDR31,417271
ENSGALG00010027945,DCST2,121107585
ENSGALG00010027946,AP1M1,420149
ENSGALG00010027947,GP9,415971
ENSGALG00010027948,PRPF4,417270
ENSGALG00010027949,,107049673
ENSGALG00010027950,CDC26,417269
ENSGALG00010027951,FAM32A,420150
ENSGALG00010027952,CIB3,420151
ENSGALG00010027953,SLC31A1,417268
ENSGALG00010027954,CFAP92,100857401
ENSGALG00010027955,,107050229
ENSGALG00010027956,RAB8A,
ENSGALG00010027957,ENTREP3,107049672
ENSGALG00010027958,,415972
ENSGALG00010027959,TPM4,107055375
ENSGALG00010027960,PPP6C,772354
ENSGALG00010027961,TINCR,107055376
ENSGALG00010027962,SCAMP3,101749097
ENSGALG00010027963,,
ENSGALG00010027964,RABEPK,772357
ENSGALG00010027965,ACAD9,415974
ENSGALG00010027966,CLK2,425060
ENSGALG00010027967,,
ENSGALG00010027968,FKBP15,417267
ENSGALG00010027969,HSPA5,396487
ENSGALG00010027970,GRIN3B,429171
ENSGALG00010027971,,100859704
ENSGALG00010027972,TMEM259,420101
ENSGALG00010027973,GAPVD1,417095
ENSGALG00010027974,,770610
ENSGALG00010027975,IQSEC1,415976
ENSGALG00010027976,LRSAM1,417265
ENSGALG00010027977,BOLA1,107049580
ENSGALG00010027978,,
ENSGALG00010027979,RPL12,417264
ENSGALG00010027980,NUP210,415977
ENSGALG00010027981,CNN2,100216000
ENSGALG00010027982,ENTPD2,395797
ENSGALG00010027983,POGZ,429985
ENSGALG00010027984,ARHGAP45,420102
ENSGALG00010027985,PSMB4,429986
ENSGALG00010027986,CGN,425665
ENSGALG00010027987,TMEM141,417294
ENSGALG00010027988,HDAC11,415978
ENSGALG00010027989,,107052183
ENSGALG00010027990,,
ENSGALG00010027991,,
ENSGALG00010027992,,
ENSGALG00010027993,CLIC3,417293
ENSGALG00010027994,TUFT1,101749610
ENSGALG00010027995,POLR2E,420103
ENSGALG00010027996,GPX4,374056
ENSGALG00010027997,,
ENSGALG00010027998,SNX27,425666
ENSGALG00010027999,,431347
ENSGALG00010028000,MRPL9,121107538
ENSGALG00010028001,SBNO2,420104
ENSGALG00010028002,ABCA2,426955
ENSGALG00010028003,,
ENSGALG00010028004,,121107539
ENSGALG00010028004,,425667
ENSGALG00010028005,IER5L,107052203
ENSGALG00010028006,,121107540
ENSGALG00010028007,STK11,420105
ENSGALG00010028008,NTMT1,425539
ENSGALG00010028009,RRP9,415888
ENSGALG00010028010,ASB6,417194
ENSGALG00010028011,,415889
ENSGALG00010028012,PRRX2,396314
ENSGALG00010028013,CBARP,100858130
ENSGALG00010028014,THEM4,121107543
ENSGALG00010028014,THEM4,100858223
ENSGALG00010028015,DUSP7,415891
ENSGALG00010028016,PRF1,101750363
ENSGALG00010028017,S100A10,121107546
ENSGALG00010028018,,
ENSGALG00010028019,RPL29,770249
ENSGALG00010028020,,101750428
ENSGALG00010028021,ATP5D,771478
ENSGALG00010028022,DEDD,121107542
ENSGALG00010028022,DEDD,425378
ENSGALG00010028023,MIDN,121107750
ENSGALG00010028024,RBM3,425789
ENSGALG00010028025,TNNC1,396032
ENSGALG00010028026,ANKMY1,417300
ENSGALG00010028027,,121106470
ENSGALG00010028027,,429566
ENSGALG00010028028,FAM174C,101748529
ENSGALG00010028029,EFNA2,395831
ENSGALG00010028030,PFDN2,121107545
ENSGALG00010028031,NISCH,415893
ENSGALG00010028032,,427267
ENSGALG00010028033,,417298
ENSGALG00010028034,MUM1L1,425514
ENSGALG00010028035,,121106471
ENSGALG00010028036,NDUFS7,770724
ENSGALG00010028037,,427783
ENSGALG00010028038,,121107541
ENSGALG00010028039,STAB1,415894
ENSGALG00010028040,,425667
ENSGALG00010028041,,777355
ENSGALG00010028042,DPP7,417297
ENSGALG00010028043,NT5DC2,415895
ENSGALG00010028044,GAMT,770737
ENSGALG00010028045,,101748328
ENSGALG00010028046,SMIM4,415896
ENSGALG00010028047,THEM4,100858223
ENSGALG00010028048,S100A10,396506
ENSGALG00010028049,MAN1B1,417296
ENSGALG00010028050,PBRM1,396074
ENSGALG00010028051,GNL3,415897
ENSGALG00010028052,,417231
ENSGALG00010028053,ORM1,395220
ENSGALG00010028054,RPS15,396448
ENSGALG00010028055,DEDD,121107542
ENSGALG00010028056,SLC25A25,417230
ENSGALG00010028057,APC2,429363
ENSGALG00010028058,GLT8D1,415898
ENSGALG00010028059,GZMM,100859124
ENSGALG00010028060,,
ENSGALG00010028061,NAIF1,417229
ENSGALG00010028062,,121106470
ENSGALG00010028063,,
ENSGALG00010028064,SPCS1,
ENSGALG00010028065,REEP6,427265
ENSGALG00010028066,,
ENSGALG00010028067,FAM102A,417228
ENSGALG00010028068,POLE4,107055326
ENSGALG00010028069,NEK4,415900
ENSGALG00010028070,MEX3A,101747646
ENSGALG00010028071,DPM2,771539
ENSGALG00010028072,,100858328
ENSGALG00010028073,ST6GALNAC4,395182
ENSGALG00010028074,,420067
ENSGALG00010028075,RAB25,100858582
ENSGALG00010028076,ST6GALNAC6,425243
ENSGALG00010028077,,428322
ENSGALG00010028078,LAMTOR2,100859842
ENSGALG00010028079,ITIH3,415901
ENSGALG00010028080,MUSTN1,404773
ENSGALG00010028081,UBQLN4,426353
ENSGALG00010028082,AK1,396002
ENSGALG00010028083,ELAVL1,395637
ENSGALG00010028084,ENG,771557
ENSGALG00010028085,,100859444
ENSGALG00010028086,MATK,769076
ENSGALG00010028087,STIMATE,121106612
ENSGALG00010028088,NAXE,426569
ENSGALG00010028089,,769223
ENSGALG00010028090,,
ENSGALG00010028091,FPGS,417227
ENSGALG00010028092,RAX2,373893
ENSGALG00010028093,SFMBT1,415902
ENSGALG00010028094,,
ENSGALG00010028095,CDK9,417226
ENSGALG00010028096,TOR2A,417224
ENSGALG00010028097,TTC24,101747902
ENSGALG00010028098,RFT1,770487
ENSGALG00010028099,PCASP2,429451
ENSGALG00010028100,,
ENSGALG00010028101,MRPL54,
ENSGALG00010028102,CERCAM,427768
ENSGALG00010028103,APBA3,420069
ENSGALG00010028104,GOLGA1,417097
ENSGALG00010028105,PRKCD,415905
ENSGALG00010028106,ARPC5L,101752218
ENSGALG00010028107,NOTCH1,395655
ENSGALG00010028108,IQGAP3,101749531
ENSGALG00010028109,TJP3,420070
ENSGALG00010028110,COQ4,417219
ENSGALG00010028111,TRUB2,417218
ENSGALG00010028112,SWI5,
ENSGALG00010028113,PIP5K1C,420072
ENSGALG00010028114,PFKFB4,100859653
ENSGALG00010028115,CACTIN,420073
ENSGALG00010028116,HYAL1,426739
ENSGALG00010028117,,
ENSGALG00010028118,,427766
ENSGALG00010028119,HYAL2,415908
ENSGALG00010028120,TBXA2R,100857635
ENSGALG00010028121,TUSC2,415910
ENSGALG00010028122,SEC16A,417136
ENSGALG00010028123,RASSF1,101750777
ENSGALG00010028124,SUGP2,420113
ENSGALG00010028125,HMG20B,426515
ENSGALG00010028126,ZMYND10,112529928
ENSGALG00010028126,ZMYND10,425132
ENSGALG00010028127,MFSD12,420074
ENSGALG00010028128,DNM1,417217
ENSGALG00010028129,CYB561D2,100857844
ENSGALG00010028130,TMEM115,429757
ENSGALG00010028131,TMEM161A,100857264
ENSGALG00010028132,CACNA2D2,430150
ENSGALG00010028133,,101748203
ENSGALG00010028134,INPP5E,417135
ENSGALG00010028135,TEKTIP1,101749669
ENSGALG00010028136,C3orf18,415914
ENSGALG00010028137,NUP214,427760
ENSGALG00010028138,,101747452
ENSGALG00010028139,FZR1,395297
ENSGALG00010028140,HEMK1,415915
ENSGALG00010028141,CISH,395335
ENSGALG00010028142,PMPCA,417134
ENSGALG00010028143,,
ENSGALG00010028144,FAM78A,771980
ENSGALG00010028145,SDCCAG3,772136
ENSGALG00010028146,MAPKAPK3,415917
ENSGALG00010028147,SLC25A42,427091
ENSGALG00010028148,,
ENSGALG00010028149,SNAPC4,417133
ENSGALG00010028150,ARMC6,420112
ENSGALG00010028151,DOCK3,107048988
ENSGALG00010028152,,420115
ENSGALG00010028153,MANF,107048996
ENSGALG00010028154,,426514
ENSGALG00010028155,CIZ1,417216
ENSGALG00010028156,DOHH,427066
ENSGALG00010028157,PRRC2B,417177
ENSGALG00010028158,DDX49,420116
ENSGALG00010028159,DCAF1,415921
ENSGALG00010028160,,121106625
ENSGALG00010028161,,121106469
ENSGALG00010028162,CARD9,427756
ENSGALG00010028163,GBP,121106626
ENSGALG00010028163,GBP,395366
ENSGALG00010028164,BBLN,417215
ENSGALG00010028165,NFIC,396208
ENSGALG00010028166,,121106627
ENSGALG00010028167,,
ENSGALG00010028168,PTGES2,417214
ENSGALG00010028169,DNLZ,772152
ENSGALG00010028170,COPE,420117
ENSGALG00010028171,RNF123,415923
ENSGALG00010028172,CERS1,420118
ENSGALG00010028173,GDF3,396132
ENSGALG00010028174,GMPPB,415924
ENSGALG00010028175,POMT1,417175
ENSGALG00010028176,UPF1,420119
ENSGALG00010028177,COMP,420120
ENSGALG00010028178,,770690
ENSGALG00010028179,MCM2,416027
ENSGALG00010028180,ODF2,417213
ENSGALG00010028181,BGLAP,396348
ENSGALG00010028182,SMG5,425473
ENSGALG00010028183,CRTC1,771015
ENSGALG00010028184,TMEM79,426758
ENSGALG00010028185,GLMP,777136
ENSGALG00010028186,CCT3,425644
ENSGALG00010028187,TPRA1,416028
ENSGALG00010028188,,107055136
ENSGALG00010028189,GPSM1,417132
ENSGALG00010028190,ILF2,425709
ENSGALG00010028191,KLHL26,420121
ENSGALG00010028192,,
ENSGALG00010028193,BRINP1,395098
ENSGALG00010028194,,107055115
ENSGALG00010028195,,417131
ENSGALG00010028196,,416029
ENSGALG00010028197,INTS3,771890
ENSGALG00010028198,UCK1,771901
ENSGALG00010028199,DPP9,420159
ENSGALG00010028200,,
ENSGALG00010028201,,112533358
ENSGALG00010028202,QSOX2,417129
ENSGALG00010028203,LHX3,373940
ENSGALG00010028204,,121106606
ENSGALG00010028205,PRRT1B,100857402
ENSGALG00010028206,RBM15B,770664
ENSGALG00010028207,,420160
ENSGALG00010028208,AMIGO3,112533340
ENSGALG00010028209,,
ENSGALG00010028210,,
ENSGALG00010028211,GATAD2B,426098
ENSGALG00010028212,,
ENSGALG00010028213,,
ENSGALG00010028214,,
ENSGALG00010028215,,
ENSGALG00010028216,NKX2-3,110224122
ENSGALG00010028217,,
ENSGALG00010028218,,
ENSGALG00010028219,,
ENSGALG00010028220,,
ENSGALG00010028221,TNFAIP8L1,420162
ENSGALG00010028222,,
ENSGALG00010028223,,
ENSGALG00010028224,,
ENSGALG00010028225,,
ENSGALG00010028226,FAM83DL,110224120
ENSGALG00010028227,,
ENSGALG00010028228,,107054353
ENSGALG00010028229,,
ENSGALG00010028230,,
ENSGALG00010028231,,
ENSGALG00010028232,C9orf69,100859101
ENSGALG00010028233,,
ENSGALG00010028234,EDCH3,110224121
ENSGALG00010028235,,
ENSGALG00010028236,,
ENSGALG00010028237,,
ENSGALG00010028238,,
ENSGALG00010028239,EDMPN2,101747731
ENSGALG00010028240,,
ENSGALG00010028241,,
ENSGALG00010028242,,
ENSGALG00010028243,,
ENSGALG00010028244,,
ENSGALG00010028245,JAC1,425968
ENSGALG00010028246,,
ENSGALG00010028247,MVP,420049
ENSGALG00010028248,,
ENSGALG00010028249,,
ENSGALG00010028250,,
ENSGALG00010028251,,
ENSGALG00010028252,,
ENSGALG00010028253,,121112228
ENSGALG00010028253,,121107725
ENSGALG00010028253,,121107724
ENSGALG00010028253,,121107720
ENSGALG00010028253,,112530458
ENSGALG00010028253,,107055331
ENSGALG00010028254,,
ENSGALG00010028255,,
ENSGALG00010028256,,
ENSGALG00010028257,,
ENSGALG00010028258,,
ENSGALG00010028259,,
ENSGALG00010028260,,
ENSGALG00010028261,,
ENSGALG00010028262,C1orf43,430589
ENSGALG00010028263,,
ENSGALG00010028264,,
ENSGALG00010028265,,
ENSGALG00010028266,,
ENSGALG00010028267,,
ENSGALG00010028268,,
ENSGALG00010028269,,
ENSGALG00010028270,RAPGEF1,417173
ENSGALG00010028271,,
ENSGALG00010028272,,
ENSGALG00010028273,,
ENSGALG00010028274,,
ENSGALG00010028275,,
ENSGALG00010028276,,
ENSGALG00010028277,,
ENSGALG00010028278,,
ENSGALG00010028279,EDBETA,110224124
ENSGALG00010028280,,
ENSGALG00010028281,,
ENSGALG00010028282,,
ENSGALG00010028283,,420050
ENSGALG00010028284,,
ENSGALG00010028285,,
ENSGALG00010028286,KCTD12A,110224125
ENSGALG00010028287,,
ENSGALG00010028288,,
ENSGALG00010028289,,
ENSGALG00010028290,EDYM1,110224123
ENSGALG00010028291,,
ENSGALG00010028292,,
ENSGALG00010028293,,
ENSGALG00010028294,,
ENSGALG00010028295,,
ENSGALG00010028296,,
ENSGALG00010028297,,107055329
ENSGALG00010028298,,
ENSGALG00010028299,,
ENSGALG00010028300,,
ENSGALG00010028301,,395079
ENSGALG00010028302,,
ENSGALG00010028303,,
ENSGALG00010028304,,
ENSGALG00010028305,,
ENSGALG00010028306,,
ENSGALG00010028307,,
ENSGALG00010028308,,
ENSGALG00010028309,,
ENSGALG00010028310,,
ENSGALG00010028311,,420051
ENSGALG00010028312,,107054341
ENSGALG00010028313,,
ENSGALG00010028314,MEF2D,431059
ENSGALG00010028315,,
ENSGALG00010028316,TIMM44,420053
ENSGALG00010028317,,
ENSGALG00010028318,NACC2,417128
ENSGALG00010028319,,
ENSGALG00010028320,,
ENSGALG00010028321,RHBG,378792
ENSGALG00010028322,STRBP,417105
ENSGALG00010028323,,
ENSGALG00010028324,,
ENSGALG00010028325,,
ENSGALG00010028326,CRB2,417104
ENSGALG00010028327,,
ENSGALG00010028328,HNRNPM,420054
ENSGALG00010028329,HAPLN2,425975
ENSGALG00010028330,,
ENSGALG00010028331,,
ENSGALG00010028332,,
ENSGALG00010028333,,428318
ENSGALG00010028334,,
ENSGALG00010028335,,
ENSGALG00010028336,,
ENSGALG00010028337,,428319
ENSGALG00010028338,,
ENSGALG00010028339,BCAN,425976
ENSGALG00010028340,,
ENSGALG00010028341,,
ENSGALG00010028342,,
ENSGALG00010028343,,
ENSGALG00010028344,LSM7,420055
ENSGALG00010028345,,
ENSGALG00010028346,DENND1A,417102
ENSGALG00010028347,,
ENSGALG00010028348,NES,395890
ENSGALG00010028349,,
ENSGALG00010028350,,
ENSGALG00010028351,,107055132
ENSGALG00010028352,,
ENSGALG00010028353,,
ENSGALG00010028354,,
ENSGALG00010028355,RBM18,417111
ENSGALG00010028356,,
ENSGALG00010028357,SPPL2C,420056
ENSGALG00010028358,,
ENSGALG00010028359,,
ENSGALG00010028360,,107055134
ENSGALG00010028361,,
ENSGALG00010028362,TMPRSS9,428320
ENSGALG00010028363,,
ENSGALG00010028364,MHM2,110224118
ENSGALG00010028365,,
ENSGALG00010028366,MRRFP1,417110
ENSGALG00010028367,,
ENSGALG00010028368,TIMM13,100859352
ENSGALG00010028369,,
ENSGALG00010028370,S100A12,426356
ENSGALG00010028371,,
ENSGALG00010028372,PTGS1,427752
ENSGALG00010028373,,
ENSGALG00010028374,FDPS,425061
ENSGALG00010028375,LMNB2,396222
ENSGALG00010028376,,
ENSGALG00010028377,PDCL,772371
ENSGALG00010028378,,
ENSGALG00010028379,HAPLN4,100858365
ENSGALG00010028380,RUSC1,425062
ENSGALG00010028381,,
ENSGALG00010028382,,
ENSGALG00010028383,,
ENSGALG00010028384,,121107580
ENSGALG00010028385,,
ENSGALG00010028386,NCAN,395493
ENSGALG00010028387,,
ENSGALG00010028388,,
ENSGALG00010028389,,
ENSGALG00010028390,,112533389
ENSGALG00010028391,MED26,771278
ENSGALG00010028392,ASH1L,425064
ENSGALG00010028393,SNORD19,112533388
ENSGALG00010028394,ZBTB26,417107
ENSGALG00010028395,,112533387
ENSGALG00010028396,SNORD69,
ENSGALG00010028397,U6,
ENSGALG00010028398,SNORA84,112533386
ENSGALG00010028399,SLC35E1,420143
ENSGALG00010028400,gga-mir-135a-1,777835
ENSGALG00010028401,,
ENSGALG00010028402,gga-let-7d,777836
ENSGALG00010028403,gga-let-7f,777837
ENSGALG00010028404,gga-mir-1563,100315714
ENSGALG00010028405,S100A6,373951
ENSGALG00010028406,gga-mir-12220,114483016
ENSGALG00010028407,gga-mir-1572,100315720
ENSGALG00010028408,gga-mir-1787,100315933
ENSGALG00010028409,,
ENSGALG00010028410,gga-let-7a-1,777838
ENSGALG00010028411,LHX2,395705
ENSGALG00010028412,S100A4,121107581
ENSGALG00010028413,,
ENSGALG00010028414,KBTBD12,427587
ENSGALG00010028415,FSD1,107051263
ENSGALG00010028416,,101747315
ENSGALG00010028417,,
ENSGALG00010028418,,415987
ENSGALG00010028419,,415922
ENSGALG00010028420,,121106623
ENSGALG00010028420,,415922
ENSGALG00010028421,ZBTB7A,395411
