"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0044058","GO:0044058","regulation of digestive system process",23,0.519905715881906,1.69181829104339,0.0109328281343512,0.0790034612744329,0.0625106864198975,635,"tags=26%, list=6%, signal=25%","Ghrl/Kcnq1/Ppp3ca/Pawr/Lpcat3/Oprk1"
"GO:0015698","GO:0015698","inorganic anion transport",97,0.321722371200266,1.4508101828429,0.0109653494268525,0.0790034612744329,0.0625106864198975,2537,"tags=38%, list=25%, signal=29%","Cftr/Kcnq1/Ank/Gabra5/Kcne2/Gabrb3/Glra3/Ano6/Ttyh3/Gabra1/Gabra3/Slc26a7/Xpr1/Gabrg3/Gabrp/Ip6k2/Slc4a1/Ano3/Tg/Enpp1/Mfsd5/Slc11a1/Gabre/Ros1/Ano2/Glra1/Mtor/Gabra2/Slc5a6/Clic5/Best3/Slc12a4/Clcn3/Slc4a11/Slc20a2/Clcn4/Glra2"
"GO:0002793","GO:0002793","positive regulation of peptide secretion",97,0.32167621113763,1.4506020235885,0.0109653494268525,0.0790034612744329,0.0625106864198975,820,"tags=20%, list=8%, signal=18%","Cftr/Ghrl/Chrm3/Abcg1/Drd2/Egfr/Cckbr/Capn10/Pex5l/Itpr1/Cacna1c/Plcb1/Cask/Prkd1/Tcf7l2/Cacna1d/Arhgef7/Pla2g6/Doc2b"
"GO:1903531","GO:1903531","negative regulation of secretion by cell",119,0.307288426041057,1.43934561365904,0.0109141824572755,0.0790034612744329,0.0625106864198975,2201,"tags=32%, list=21%, signal=25%","Ghrl/Kcnq1/Drd2/Il1rapl1/Foxo1/Atp9a/Ppp3ca/Klf7/Kalrn/Mtnr1a/Frmd4a/Oprk1/Neo1/Stxbp5l/Map4k4/Grm7/Kcnj6/Maob/Cbarp/Pfkl/Srebf1/Idh2/Kcnb1/Pde1c/Sirt4/Bcr/Mtnr1b/Irs1/Adora1/Rab11fip5/Chga/Cnr1/Vsnl1/Prkn/Crhr2/Jagn1/Rhbdf1/Madd"
"GO:0033500","GO:0033500","carbohydrate homeostasis",181,0.276583946279547,1.37272240730196,0.0109756486468508,0.0790034612744329,0.0625106864198975,2415,"tags=33%, list=24%, signal=26%","Cftr/Zbtb20/Adcy5/Foxo3/Ghrl/Abcg1/Wfs1/Hnf4a/Foxo1/Ncor2/Ppp3ca/Igf1r/Klf7/Cacna1c/Cacna1e/Oprk1/Csmd1/Cebpa/Mbd5/Tcf7l2/Cacna1d/Epha5/Ptprn/Pla2g6/Met/Stxbp5l/Map4k4/Abca12/Prkce/Igfbp5/Sybu/Bace2/Kcnb1/Gpr68/Enpp1/Pde1c/Brsk2/Sox4/Smarca4/Stxbp4/Ncoa5/Mtnr1b/Lrp5/Rab11fip5/Tiam1/Cnr1/Fto/Vsnl1/Prkn/Gas6/Crhr2/Igf1/Jagn1/Appl2/Pax6/Dmxl2/Sesn3/Nox4/Adcy8/Pygl"
"GO:0045165","GO:0045165","cell fate commitment",139,0.293661870860579,1.41321969498951,0.0110670759945447,0.0794696059367307,0.0628795186500448,1566,"tags=25%, list=15%, signal=22%","Bcl11b/Tenm4/Bcl2/Zfp521/Fgf13/Ext1/Prox1/Ntrk3/Wnt7a/Pou3f2/Myt1l/Lmo4/Sox13/Tcf7l2/Sh3pxd2b/Nkx2-1/Nr2f2/Smad1/Mta3/Sox6/Sox1/Sox8/Chrd/Erbb4/Pou1f1/Eya1/Wnt9a/Lats1/Notch2/Tox/Bmpr1a/Smarca4/Acvr1/Wnt7b/Tgfb2"
"GO:0095500","GO:0095500","acetylcholine receptor signaling pathway",30,0.477518811508515,1.67847516621601,0.0111731420214166,0.0797508467175221,0.0631020475617271,1415,"tags=23%, list=14%, signal=20%","Chrm2/Chrm3/Itpr1/Plcb1/Sorbs2/Chrm5/Large1"
"GO:0070585","GO:0070585","protein localization to mitochondrion",69,-0.369229419038349,-1.53183138269505,0.011186528163733,0.0797508467175221,0.0631020475617271,2650,"tags=42%, list=26%, signal=31%","Dnajc19/Cox18/Timm10/Timm8a1/Romo1/Parl/Tomm70a/Mfn2/Bnip3l/Hk2/Lrrk2/Grpel2/Akt1/Mapt/Chchd4/Aip/Bag3/Pdcd5/Tspo/Ywhaz/Bag1/Rala/Pmpca/Samm50/Maip1/Fbxo7/Tomm22/Hspa4/Gdap1"
"GO:0055006","GO:0055006","cardiac cell development",77,0.354477241602846,1.52974762374239,0.0111573030273226,0.0797508467175221,0.0631020475617271,2178,"tags=40%, list=21%, signal=32%","Foxp1/Sgcd/Fhod3/Prox1/Popdc2/Meis1/Nebl/Smad6/Ep300/Met/Akap13/Sorbs2/Ctdp1/Nr3c1/Col14a1/Slc8a1/Map2k4/Tgfbr3/Large1/Bmpr1a/Pbrm1/Adrb1/Hnrnpu/Gsk3b/Myo18b/Ttn/Myh10/Igf1/Hey2/Srf/Mtor"
"GO:0046034","GO:0046034","ATP metabolic process",151,-0.299384195513577,-1.4067685489637,0.0112761036183295,0.0801975865933696,0.0634555259516594,2884,"tags=38%, list=28%, signal=28%","Dnm1l/Psen1/Hnf1a/Eno1b/Bloc1s6/Ndufa2/Abcc6/Gale/Eno2/Gapdh/Ndufb3/Hspa8/Ndufa10/Ndufab1/Ndufb9/Hk2/Slc25a25/Ppp2ca/Atpsckmt/Atp6v1b2/Hif1a/Cox11/Bpgm/ND6/Atp5f1c/Ddit4/Atp5pf/Ndufb5/Gpi1/Pfkfb2/Ndufs3/Atp5mc3/Atp5mf/Ndufb2/Slc25a13/Dmac2l/Myh6/Prkaa2/Sdhb/Ndufa12/Tspo/Sirt6/Sdhd/Map2k1/Eif6/Ndufs1/Ndufs6/Pgam1/Ndufa5/Ndufa8/Insr/Ndufv3/Ogt/Ampd3/Atp6v1a/Pkm/Pid1/Nudt5"
"GO:0006940","GO:0006940","regulation of smooth muscle contraction",48,0.410548480680727,1.60028650926929,0.011445737797144,0.0810222706564546,0.0641080488415607,1653,"tags=38%, list=16%, signal=32%","Chrm2/Ghrl/Chrm3/Adra2c/Prkg1/Arhgap42/Pawr/Dock5/Dock4/Tacr1/Setd3/Prok2/Adra2b/Gucy1a1/Cald1/Adrb2/Kcnma1/Calcrl"
"GO:0006413","GO:0006413","translational initiation",82,-0.349100247312804,-1.48833557241139,0.0114464348813313,0.0810222706564546,0.0641080488415607,2258,"tags=35%, list=22%, signal=28%","Eif1b/Bank1/Ddx3x/Mknk1/Paip2/Eif4a2/Eif3g/Eif4g1/Eif4h/Bzw1/Eif2ak2/Denr/Eif4g2/Ago2/Eif2b5/Eif4e/Abce1/Mif4gd/Eif2s2/Eif6/Eif2b2/Ncbp2/Mettl3/Klhl25/Rps6kb1/Mcts1/Eif2b1/Eif3e/Eif1ax"
"GO:0000470","GO:0000470","maturation of LSU-rRNA",25,-0.503867273932799,-1.64497994890221,0.0115579558566694,0.0816177925423575,0.0645792494860052,3072,"tags=52%, list=30%, signal=37%","Mak16/Nop2/Rpl7/Bop1/Rpl10a/Rpl35rt/Rpl7l1/Las1l/Rpf2/Eif6/Ddx18/Znhit3/Rpf1"
"GO:0006099","GO:0006099","tricarboxylic acid cycle",26,-0.503429597537285,-1.66428989074831,0.0116126135013421,0.08180990126241,0.0647312535598016,2187,"tags=46%, list=21%, signal=36%","Fh1/Ireb2/Suclg2/Sdhb/Idh3b/Sucla2/Sdhd/Cs/Acly/Pdhb/Dlst/Idh3a"
"GO:0035137","GO:0035137","hindlimb morphogenesis",25,0.49484776597052,1.651758755472,0.0117730675509655,0.0826470237574982,0.0653936182327079,1781,"tags=40%, list=17%, signal=33%","Chd7/Aff3/Wnt7a/Gpc3/Zbtb16/Lmbr1/Large1/Bmpr1a/Smarca4/Rarb"
"GO:0010824","GO:0010824","regulation of centrosome duplication",37,-0.438019552380714,-1.58540606763173,0.0117869077506499,0.0826470237574982,0.0653936182327079,2402,"tags=41%, list=23%, signal=31%","Trim37/Chmp5/Chmp4b/Spice1/Cep192/Nat10/Chmp2a/Tmem67/Chordc1/Gen1/Vps4b/Nubp1/Azin1/Chmp2b/Ccnf"
"GO:0140747","GO:0140747","regulation of ncRNA transcription",68,0.372050573492529,1.55342040759395,0.0118421269849238,0.0828392920541621,0.0655457485698775,2475,"tags=43%, list=24%, signal=33%","Foxo3/Ncor2/Egfr/Srebf2/Klf5/Smad6/Nfatc3/Hdac4/Smad3/Smad1/Tead1/Dedd/Nr3c1/Mrtfa/Srebf1/Mrtfb/Notch2/Ets1/Bmpr1a/Smarca4/Tgfb2/Atoh8/Ar/Ncor1/Srf/Mtor/Pax6/Ctcf/Tert"
"GO:0032964","GO:0032964","collagen biosynthetic process",37,-0.437978786175353,-1.58525851488213,0.0119297776210421,0.0832569960438064,0.0658762526097232,1854,"tags=38%, list=18%, signal=31%","Larp6/Got1/Col1a1/Errfi1/Adora2b/Cygb/Fn1/Ppard/Inhba/Rgcc/P3h3/Vim/Acvr1b/Ccn2"
"GO:0042753","GO:0042753","positive regulation of circadian rhythm",21,0.532068181015413,1.70022629364375,0.0120728062869469,0.0840583241474343,0.0665102953338936,1767,"tags=43%, list=17%, signal=36%","Ghrl/Nlgn1/Rora/Adora2a/Nkx2-1/Rorc/Alb/Mtnr1b/Thrap3"
"GO:0070884","GO:0070884","regulation of calcineurin-NFAT signaling cascade",25,0.491404755397248,1.64026628596791,0.01222879299325,0.0849459280183802,0.0672126028827876,2760,"tags=56%, list=27%, signal=41%","Ppp3ca/Rcan1/Akap5/Sppl3/Atp2b4/Homer3/Ptbp1/Homer2/Gsk3b/Nfat5/Igf1/Mtor/Akap6/Prnp"
"GO:0006890","GO:0006890","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",35,-0.440519353305094,-1.55554011421562,0.0123100281955553,0.0851134200063916,0.0673451292173498,2201,"tags=46%, list=21%, signal=36%","Uvrag/Arf3/Arcn1/Stx18/Bnip1/Pitpnb/Ergic3/Rab6a/Cog7/Ergic2/Arf4/Cope/Rint1/Copa/Rer1/Cog4"
"GO:0031023","GO:0031023","microtubule organizing center organization",107,-0.323388545207326,-1.42816458801319,0.0122889717987836,0.0851134200063916,0.0673451292173498,3242,"tags=46%, list=32%, signal=32%","Usp33/Pafah1b1/Ctnnb1/Gcc2/Pcm1/Cep44/Sass6/Aurka/Mapk8/Bbs4/Kif3a/Ssx2ip/Tuba1a/Haus2/Pard6a/Trim37/Ckap5/Cetn1/Uvrag/Chmp5/Chmp4b/Spice1/Cep192/Xrcc2/Nat10/Chmp2a/Haus3/Tmem67/Bnip2/Cep68/Chordc1/Ranbp1/Foxj1/Gen1/Vps4b/Nubp1/Dync1li1/Deup1/Azin1/Chmp2b/Mcph1/Ccnl2/Ccnf/Odf2/Brca2/Dctn1/Ubxn2b/Cetn4/Rttn"
"GO:0050805","GO:0050805","negative regulation of synaptic transmission",58,0.388180482715053,1.58973188500693,0.0124835595139427,0.0861134429434013,0.0681363872106037,1788,"tags=34%, list=17%, signal=29%","Pcdh17/Drd2/Grik3/Cntnap2/Penk/Grid2/Sorcs2/Gnal/Pla2g6/Drd1/Gria1/Adnp/Drd5/Sorcs3/Kcnb1/Bdnf/Shank2/Tnr/Gnai1/Adora1"
"GO:0072028","GO:0072028","nephron morphogenesis",48,0.40704927134222,1.58664685948118,0.0126915141143541,0.0873457553366633,0.0691114418771197,2267,"tags=31%, list=22%, signal=24%","Bcl2/Gpc3/Gzf1/Kif26b/Bmp7/Sox8/Erbb4/Eya1/Hs3st3b1/Pbx1/Lgr4/Hs3st3a1/Greb1l/Lzts2/Gli3"
"GO:0002183","GO:0002183","cytoplasmic translational initiation",24,-0.509234574593203,-1.65530153199636,0.0128163235516213,0.0876199451473995,0.0693283917803515,1965,"tags=42%, list=19%, signal=34%","Eif4a2/Denr/Eif2b5/Mif4gd/Eif2s2/Eif2b2/Ncbp2/Mettl3/Mcts1/Eif2b1"
"GO:0008637","GO:0008637","apoptotic mitochondrial changes",72,-0.370640193229779,-1.55186473418883,0.0127784167253056,0.0876199451473995,0.0693283917803515,2504,"tags=42%, list=24%, signal=32%","Ghitm/Mcl1/Opa1/Dap3/Parl/Mfn2/Hgf/Slc35f6/Bnip3l/Hk2/Siva1/Ggct/Ppif/Akt1/Tmem14a/Gclc/Sod2/Pdcd5/Cck/Mllt11/Fam162a/Rnf7/Ndufs1/Vdac2/Bok/Ppp2cb/Tnfsf10/Higd1a/Bnip3/Vps35"
"GO:0048167","GO:0048167","regulation of synaptic plasticity",192,0.278989244297223,1.39174076162982,0.0128195624443846,0.0876199451473995,0.0693283917803515,2865,"tags=41%, list=28%, signal=30%","Epha4/Drd2/Grm5/Dbn1/Ptpn5/Unc13c/Kcnq2/Nlgn1/Adgrb1/Pde9a/Fgf14/Shisa9/Penk/Grid2/Sorcs2/Gnal/Itpka/Atp2b2/Slc8a3/Drd1/Gria1/Erc1/Adora2a/Akap5/Bace1/Drd5/Crtc1/Nptn/Sorcs3/Syngr1/Shisa6/Ctnnd2/Grin2b/Rims3/Nr3c1/Jph3/Chrd/Adcy1/Grip1/Kcnb1/Kcnq3/Enpp1/Large1/Kmt2a/Bdnf/Shank2/Tnr/Sipa1l1/Adora1/Adrb1/Gsk3b/Mme/Crhr2/Ephb2/Srf/Abl1/Tshz3/Slc38a1/Erc2/Nsg1/Crhr1/Adcy8/Mir138-2/Slc8a2/Fmr1/Map1a/Dgki/Grin1/Prnp/Rapgef2/Anapc2/Stxbp1/Nsmf/Rims2/Htr7/Cpeb3/Rims4/Grik2/Rims1"
"GO:0035107","GO:0035107","appendage morphogenesis",102,0.32506672077661,1.47992947898363,0.012914027083389,0.087862558695204,0.0695203572862088,2267,"tags=33%, list=22%, signal=26%","Chd7/Chst11/Aff3/Ext1/Wnt7a/Cacna1c/Plxna2/Gpc3/Mbnl1/Traf3ip1/Bmp7/Ttbk2/Ski/Zbtb16/Wnt9a/Lmbr1/Dlx5/Notch2/Enpp1/Large1/Bmpr1a/Smarca4/Pbx1/Tgfb2/Lrp4/Lrp5/Nfia/Rarb/Bpnt2/Gna12/Sik3/Lrp6/Iqce/Gli3"
"GO:0035108","GO:0035108","limb morphogenesis",102,0.32506672077661,1.47992947898363,0.012914027083389,0.087862558695204,0.0695203572862088,2267,"tags=33%, list=22%, signal=26%","Chd7/Chst11/Aff3/Ext1/Wnt7a/Cacna1c/Plxna2/Gpc3/Mbnl1/Traf3ip1/Bmp7/Ttbk2/Ski/Zbtb16/Wnt9a/Lmbr1/Dlx5/Notch2/Enpp1/Large1/Bmpr1a/Smarca4/Pbx1/Tgfb2/Lrp4/Lrp5/Nfia/Rarb/Bpnt2/Gna12/Sik3/Lrp6/Iqce/Gli3"
"GO:0046390","GO:0046390","ribose phosphate biosynthetic process",153,-0.297085856767349,-1.39603558047979,0.0130262999936812,0.0884245420983369,0.069965020946759,2358,"tags=31%, list=23%, signal=25%","Pank4/Cad/Ndufa10/Ndufab1/Ndufb9/Nme1/Atpsckmt/Acsl1/Cox11/ND6/Acss1/Atp5f1c/Atp5pf/Ndufb5/Hprt1/Ctps1/Ndufs3/Atic/Umps/Atp5mc3/Aprt/Gmps/Atp5mf/Ndufb2/Slc25a13/Dmac2l/Sdhb/Pdk1/Ndufa12/Sdhd/Uck1/Map2k1/Mpc1/Pdk4/Ndufs1/Ndufs6/Acly/Ndufa5/Ndufa8/Mmut/Ndufv3/Pdhb/Dld/Ampd3/Ppat/Upp1/Pid1/Mpc2"
"GO:0045907","GO:0045907","positive regulation of vasoconstriction",32,0.460891899008931,1.65539005616131,0.0131312095066639,0.0887934889865383,0.0702569464252369,837,"tags=25%, list=8%, signal=23%","Chrm3/Adra2c/Egfr/Htr2c/Rbfox2/Add3/Smad6/Tacr1"
"GO:0061337","GO:0061337","cardiac conduction",39,0.428810697729103,1.605326632154,0.0131402445110951,0.0887934889865383,0.0702569464252369,1547,"tags=31%, list=15%, signal=26%","Kcnq1/Kcne2/Kcnd3/Cacna1c/Cacna1g/Akap9/Cacna1d/Cacnb2/Scn2b/Ank2/Slc8a1/Cacna2d1"
"GO:0071559","GO:0071559","response to transforming growth factor beta",165,0.290020199330211,1.41544699555772,0.0132090924076222,0.089056776865869,0.0704652702859579,1637,"tags=27%, list=16%, signal=23%","Zfhx3/Spred2/Chst11/Dbn1/Smurf2/Igf1r/Sap130/Crebbp/Pdgfd/Hipk2/Rnf111/Smad6/Ep300/Zmiz1/Fyn/Tnrc6c/Nkx2-1/Smad3/Smad1/Ptk2/Nlk/Sox6/Ski/Nr3c1/Itgb8/Tet1/Arid4b/Arid4a/Lats1/Adam9/Ldlrad4/Ppargc1a/Tgfbr3/Dusp22/Yes1/Bmpr1a/Kmt2a/Pmepa1/Acvr1/Tgfb2/Htra1/Fut8/Zfp451/Cdkn1c/Map3k7"
"GO:0043368","GO:0043368","positive T cell selection",21,0.527431766201973,1.68541060900911,0.0133031401042078,0.0893575802390174,0.0707032779001763,2178,"tags=43%, list=21%, signal=34%","Bcl11b/Bcl2/Nfatc3/Itpkb/Tox/Cd74/Ptprc/Srf/Mtor"
"GO:0007608","GO:0007608","sensory perception of smell",20,0.52630301167788,1.65578627237444,0.0133306828373429,0.0893575802390174,0.0707032779001763,1366,"tags=40%, list=13%, signal=35%","Syt10/Drd2/B2m/Slc24a4/Cnga4/Gnal/Nav2/Pde1c"
"GO:0046456","GO:0046456","icosanoid biosynthetic process",26,-0.498491138843698,-1.64796382068843,0.0133436655054909,0.0893575802390174,0.0707032779001763,2799,"tags=35%, list=27%, signal=25%","Alox5/Mif/Edn1/Pnpla8/Mgst3/Hpgds/Fabp5/Ptges3/Ptgs1"
"GO:0008206","GO:0008206","bile acid metabolic process",24,-0.506618656383971,-1.64679831238921,0.0133955863829441,0.0895041421999406,0.0708192435633582,1187,"tags=29%, list=12%, signal=26%","Errfi1/Arv1/Cyp39a1/Kit/Slc27a5/Abcb11/Scp2"
"GO:0032369","GO:0032369","negative regulation of lipid transport",24,-0.504946507292109,-1.64136287832487,0.0135404021301872,0.0896675518843505,0.0709485398166532,2083,"tags=46%, list=20%, signal=37%","Ptpn11/Akt2/Akt1/Atp5pf/Hbp1/Agtr2/Tspo/Abcg8/Pla2r1/Cry1/Itgav"
"GO:1902742","GO:1902742","apoptotic process involved in development",24,0.48705851433092,1.60041249638971,0.0134991604621585,0.0896675518843505,0.0709485398166532,1965,"tags=46%, list=19%, signal=37%","Six3/Xkr6/Xkr4/Bmp7/Enpp1/Tgfbr3/Wnt7b/Tgfb2/Lrp5/Chek1/Xkr8"
"GO:0007193","GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway",45,0.40508805057335,1.55293957802759,0.0135267222908332,0.0896675518843505,0.0709485398166532,1423,"tags=29%, list=14%, signal=25%","Chrm2/Adcy5/Chrm3/Drd2/Grm8/Mtnr1a/Gabbr2/Oprk1/Akap5/Grm7/Chrm5/Adcy2/Htr1d"
"GO:0006749","GO:0006749","glutathione metabolic process",34,-0.434959218435143,-1.53324655413887,0.0134633282303216,0.0896675518843505,0.0709485398166532,3387,"tags=53%, list=33%, signal=36%","Gpx1/Idh1/Cth/Gstz1/Arl6ip5/Ggt1/Nfe2l2/Chac1/Slc1a2/Gclc/Sod1/Sod2/Gsta4/Hpgds/Park7/Gstk1/Glo1/Gstp3"
"GO:0106027","GO:0106027","neuron projection organization",95,0.320612259304401,1.44967287099111,0.0137119053754848,0.0906019468269287,0.0716878703257931,1043,"tags=21%, list=10%, signal=19%","Epha4/Lzts3/Dbn1/Igf1r/Ngef/Nlgn1/Wnt7a/Cux2/Kalrn/Cntnap2/Lrp8/Ppfia2/Abi2/Ephb1/Cask/Itpka/Epha5/Fyn/Ctnnd2/Grin2b"
"GO:0045762","GO:0045762","positive regulation of adenylate cyclase activity",20,0.524664692612354,1.65063200542503,0.0137930135955702,0.0909362400769891,0.0719523764650143,1385,"tags=45%, list=14%, signal=39%","Calcr/Cacna1c/Gnal/Cacna1d/Drd1/Akap5/Adcy1/Adcy2/Adrb2"
"GO:0045926","GO:0045926","negative regulation of growth",161,0.292528860191194,1.42747136713047,0.013884877160468,0.0913398100180899,0.0722716970824872,2712,"tags=35%, list=26%, signal=26%","Sema3f/Sertad2/Foxp1/Bcl2/Fgf13/Hnf4a/Kcnk2/Sema4g/Rai1/Ntn1/Sema3a/Ptprs/Slit3/Gpc3/Cdkn1b/Tcf7l2/Bcl11a/Bmpr2/Smad3/Ptk2/Igfbp5/Ctdp1/Ip6k2/Epha7/Rerg/Enpp1/Naif1/Adrb2/Sema6b/Smarca4/Dab2ip/Tgfb2/Tnr/Dcun1d3/Ing5/Map2/Adrb1/Vgll4/Gsk3b/Ei24/Slit2/Gng4/Wnt11/Caprin2/Sema5a/Bbs2/Ulk1/Spag9/Dnajc2/Wwc1/Slit1/Stk3/Fgfr3/P3h1/Tll2/Ryk/Cda"
"GO:0009141","GO:0009141","nucleoside triphosphate metabolic process",188,-0.284434451995067,-1.37969781823638,0.0139759030359036,0.0917361036277371,0.0725852603765917,2891,"tags=38%, list=28%, signal=28%","Mfn1/Dnm1l/Psen1/Hnf1a/Tbpl1/Eno1b/Bloc1s6/Ndufa2/Abcc6/Gale/Eno2/Gapdh/Ndufb3/Opa1/Cad/Hspa8/Ndufa10/Ndufab1/Ndufb9/Hk2/Lrrk2/Oga/Slc25a25/Ppp2ca/Nme1/Atpsckmt/Atp6v1b2/Hif1a/Cox11/Bpgm/ND6/Nudt15/Rab23/Atp5f1c/Ddit4/Atp5pf/Ndufb5/Gpi1/Ctps1/Pfkfb2/Ndufs3/Ran/Atp5mc3/Atp5mf/Ndufb2/Slc25a13/Dmac2l/Myh6/Prkaa2/Sdhb/Ndufa12/Tspo/Sirt6/Sdhd/Uck1/Map2k1/Eif6/Ndufs1/Ndufs6/Pgam1/Ndufa5/Ndufa8/Insr/Ndufv3/Ogt/Ampd3/Atp6v1a/Rrm2b/Pkm/Pid1/Nudt5"
"GO:0022900","GO:0022900","electron transport chain",80,-0.339387942852141,-1.45052340027659,0.0140509078822501,0.092025726349682,0.0728144214140896,2672,"tags=44%, list=26%, signal=33%","Uqcrq/Fdx2/Enox2/Etfrf1/Ndufb3/Cox7a2/Ndufa10/Coa6/Ndufb9/Cox4i1/ND6/Sco2/Uqcrh/Etfdh/Ndufs3/Uqcr11/Fdx1/Slc25a13/Sod2/Sdhb/Ndufa12/Sdhd/Uqcr10/Cycs/Ndufs1/Ndufs6/Uqcrc1/Ndufa5/Ndufa8/Ndufv3/Park7/Uqcrb/Dld/Slc25a22/Coq7"
"GO:0048520","GO:0048520","positive regulation of behavior",29,0.445806158333123,1.54120439220621,0.0140930143021753,0.0920990846940402,0.0728724654590781,890,"tags=31%, list=9%, signal=28%","Ghrl/Cckbr/Nlgn1/Penk/Oprk1/Npas2/Hdac4/Drd1/Adora2a"
"GO:0001516","GO:0001516","prostaglandin biosynthetic process",22,-0.513714737165947,-1.63942132304395,0.0141613357758493,0.0921414423843468,0.072905980551373,748,"tags=32%, list=7%, signal=30%","Mif/Edn1/Pnpla8/Hpgds/Fabp5/Ptges3/Ptgs1"
"GO:0046457","GO:0046457","prostanoid biosynthetic process",22,-0.513714737165947,-1.63942132304395,0.0141613357758493,0.0921414423843468,0.072905980551373,748,"tags=32%, list=7%, signal=30%","Mif/Edn1/Pnpla8/Hpgds/Fabp5/Ptges3/Ptgs1"
"GO:0033559","GO:0033559","unsaturated fatty acid metabolic process",45,-0.410857983549993,-1.55736195807895,0.0142220797591179,0.092172198169279,0.0729303157538626,3435,"tags=47%, list=33%, signal=31%","Acox1/Cyp2d22/Gpx1/Cyp1b1/Alox5/Mif/Fads1/Edn1/Decr2/Gpx4/Pnpla8/Ephx2/Ptgr2/Mgst3/Tnfrsf1a/Hpgds/Fabp5/Ptges3/Comt/Gstp3/Ptgs1"
"GO:0009142","GO:0009142","nucleoside triphosphate biosynthetic process",87,-0.347841976815536,-1.49427807752509,0.0142418731209195,0.092172198169279,0.0729303157538626,2853,"tags=39%, list=28%, signal=28%","Hnf1a/Tbpl1/Eno1b/Ndufa2/Ndufb3/Cad/Ndufa10/Ndufab1/Ndufb9/Nme1/Atpsckmt/Cox11/ND6/Atp5f1c/Atp5pf/Ndufb5/Ctps1/Ndufs3/Atp5mc3/Atp5mf/Ndufb2/Slc25a13/Dmac2l/Sdhb/Ndufa12/Sdhd/Uck1/Map2k1/Ndufs1/Ndufs6/Ndufa5/Ndufa8/Ndufv3/Pid1"
"GO:0050768","GO:0050768","negative regulation of neurogenesis",116,0.307796672093723,1.4306801648666,0.0142588534751804,0.092172198169279,0.0729303157538626,2773,"tags=41%, list=27%, signal=31%","Sema3f/Fgf13/B2m/Ppp3ca/Prox1/Ntrk3/Sox11/Wnt7a/Sema4g/Ntn1/Sema3a/Ptprs/Dab1/Bcl11a/Sirt2/Trpc5/Ptk2/Bmp7/Ski/Idh2/Epha7/Lingo1/Brinp1/Bmpr1a/Sema6b/Bdnf/Wnt7b/Lrp4/Tnr/Map2/Daam2/Gsk3b/Slit2/Ephb2/Mbp/Appl2/Sema5a/Ulk1/Pax6/Btg2/Slit1/Tert/Ctdsp1/Fgfr3/Gpr37l1/Ryk/Rapgef2/Rgma"
"GO:0098656","GO:0098656","monoatomic anion transmembrane transport",58,0.383754101992374,1.57160434154878,0.0143444404184027,0.0925247455559307,0.0732092652932832,2760,"tags=47%, list=27%, signal=34%","Cftr/Grm5/Gabra5/Gabrb3/Glra3/Ano6/Gabra1/Gabra3/Slc26a7/Gabrg3/Gabrp/Slc4a1/Ano3/Gabre/Ripk1/Ano2/Glra1/Mtor/Gabra2/Slc5a6/Best3/Slc12a4/Clcn3/Glra2/Prkca/Glra4/Prnp"
"GO:0061842","GO:0061842","microtubule organizing center localization",28,0.475331063495629,1.63059912758379,0.0144044589975592,0.0927112047791065,0.073356799260049,723,"tags=29%, list=7%, signal=27%","Syne2/Plxna2/Bicd2/Pard3/Pard3b/Nde1/Akap9/Ccdc141"
"GO:0060999","GO:0060999","positive regulation of dendritic spine development",53,0.383886540664918,1.53518933813979,0.0145370906045191,0.0933632112100577,0.0738726927271386,2541,"tags=42%, list=25%, signal=31%","Dbn1/Nlgn1/Cux2/Kalrn/Crebbp/Lrp8/Cdkl5/Cask/Itpka/Nr3c1/Grn/Pbrm1/Tiam1/D16Ertd472e/Mapk6/Ephb2/Caprin2/Mtor/Afdn/Itsn1/Fmr1/Dhx36"
"GO:0072655","GO:0072655","establishment of protein localization to mitochondrion",63,-0.38863937809712,-1.58790218644412,0.0148223365557363,0.0943815447352442,0.0746784387873356,2650,"tags=44%, list=26%, signal=33%","Dnajc19/Cox18/Timm10/Timm8a1/Romo1/Parl/Tomm70a/Mfn2/Bnip3l/Hk2/Lrrk2/Grpel2/Akt1/Mapt/Chchd4/Aip/Bag3/Pdcd5/Tspo/Ywhaz/Rala/Pmpca/Samm50/Maip1/Fbxo7/Tomm22/Hspa4/Gdap1"
"GO:0022612","GO:0022612","gland morphogenesis",96,0.328781186027166,1.48785229032505,0.0147765747238136,0.0943815447352442,0.0746784387873356,2867,"tags=41%, list=28%, signal=30%","Robo1/Bcl2/Egfr/Igf1r/Prox1/Tnc/Rps6ka1/Itpr1/Ntn1/Sema3a/Tet2/Csmd1/Nfkb1/Lama1/Met/Bmp7/Igfbp5/Nr3c1/Notch2/Lrp5/Rxra/Mki67/Plxna1/Sulf1/Ar/Slit2/Igf1/Cyp7b1/Lrp6/Gli3/Pax6/Fgf18/Btrc/Tnfaip3/Eda/Lims1/Ncoa3/Lipa/Plag1"
